Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2368,48.75,123.8,1238,148.168995,>135,N,F,,,50,22.68,5,big cod and bones and vertebrae,,,,,,,,TRUE,1453,2368,TRUE,2368B,30-Nov-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,441.84,,13.36,,"2: < 5% remaining (beak, spines, otoliths)","post cleithrum, cleithrum , loose vertebrae, subopercle, premaxilla, maxilla (2), lens, anguloarticular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2368,48.75,123.8,1238,148.168995,>135,N,F,,,50,22.68,5,big cod and bones and vertebrae,,,,,,,,TRUE,1452,2368,TRUE,2368A,30-Nov-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,441.84,,95.02,,3: 5-49% remaining (some muscle),"Post cleithrum (2), misc. bones, dentary, (2) pre-maxilla, (2)cleithrum, (2) subopercle, loose vertebrae, medium fish with flesh attached, lens (1 large)",excellent,fair,423.57,402.03,18.3,18.96,8.72,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2368,48.75,123.8,1238,148.168995,>135,N,F,,,50,22.68,5,big cod and bones and vertebrae,,,,,,,,TRUE,1454,2368,TRUE,2368C,30-Nov-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,441.84,,333.46,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","Large fish with flesh attached,  post cleithrum,  cleithrum, (2) subopercle, (2) maxilla,  premaxilla",excellent,excellent,505.46,522.86,20.02,20.36,9.04,9.11,520,,505,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2371,39.5,100.3,1003,120.054878,116-135,N,F,,,34,15.42,5,"large rockfish, octo beak and misc bones from sencond fish, otoliths",,,,,,,,TRUE,1520,2371,TRUE,2371C,2-Dec-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape",540.35,,62.78,,"2: < 5% remaining (beak, spines, otoliths)","loose vertebrae, misc. bones, branchiostegal rays, large post cleithrum (2), maxilla (2), dentary, premaxilla (2), pile of bones may have some rock fish spines/rays/scales",fair,fair,589.75,517.62,21.16,21,9.68,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2371,39.5,100.3,1003,120.054878,116-135,N,F,,,34,15.42,5,"large rockfish, octo beak and misc bones from sencond fish, otoliths",,,,,,,,TRUE,1518,2371,TRUE,2371A,2-Dec-16,CB,3,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,540.35,,0.37,,"2: < 5% remaining (beak, spines, otoliths)","octopus beak (upper), ink sac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,19.94,0.11,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2371,39.5,100.3,1003,120.054878,116-135,N,F,,,34,15.42,5,"large rockfish, octo beak and misc bones from sencond fish, otoliths",,,,,,,,TRUE,1519,2371,TRUE,2371B,2-Dec-16,CB,3,Rockfishes/Sculpins,Scorpaeniformes,Sebastidae,643436,Family,"Rockfish, unidentified","dorsal/anal spines, large body size",540.35,,477.2,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","Full fish(no head), ctenoid scales, slightly forked tail, 17 caudal fin rays, 3 anal fin spines (15-16 rays), 13 dorsal spines (18 rays)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Anchor Point Lodge,,10,8,E,,Howard Bay,N,1.08,320,2,"halibut skin, ATF",ATF,FALSE,2388,21,53.3,533,110.088426,96-115,N,F,,,3,1.5,8,Contents,,,,,,00-Jan-00,,TRUE,579,2388,TRUE,2388A,13-Aug-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"robust parapophyses, otolith shape, no barbel",7.02,,7.02,,"2: < 5% remaining (beak, spines, otoliths)","small vertebral column, lens (2), 2 premaxilla, otolith (2): 1 in good condition is the large one second one in good condition probably cod like, dentary (1 row no barbel), otolith 1 H=041L",good,fair,201.19,139.53,14.48,12.78,5.98,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2400,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2384,2400,TRUE,2400A,22-Jun-17,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",36.75,,36.26,,3: 5-49% remaining (some muscle),"full vertebral column with flesh attached and head (all bones included), lens, loose flesh, otolith (2, pulled), post cleithrum",excellent,excellent,208.73,194.71,16.89,15.78,6.26,6.28,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2400,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2385,2400,TRUE,2400B,22-Jun-17,CB,3,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified","dark all throughout, beak shape",36.75,,0.46,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower); in with 2400C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,9.98,,23.9,0.23,5.86,,15.4,0.17,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2400,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2386,2400,TRUE,2400C,22-Jun-17,CB,3,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",premaxilla,36.75,,0.03,,"2: < 5% remaining (beak, spines, otoliths)","too small for 2400B, in with 2400B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2403,33.75,85.7,857,102.578535,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2028,2403,TRUE,2403A,2-Jun-17,CB,2,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,18.68,,18.21,,3: 5-49% remaining (some muscle),"octopus beak (upper and lower), buccal mass, few digested arms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,10.76,,22.32,0.27,7.09,,14.65,0.2,,,,,
7/16/16,7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2403,33.75,85.7,857,102.578535,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2029,2403,TRUE,2403B,2-Jun-17,CB,2,Pandalid Shrimps,Pandalidae,Pandalus borealis,96967,Species,(Northern) Pink Shrimp,"rostrum shape, spine location",18.68,,0.47,,3: 5-49% remaining (some muscle),"small shrimp head, no tail",,,,,,,,,,,,,,,,,19.61,,,,19.86,,,,,,,,,,,,,,,,,,,,,,,,
8/19/16,8,19,2016,232,Charter,Kiska Ann,Ben Huntley,30,9,F,,Funter Bay,Y,3.35,,4,"cod, salmon, halibut skin, ATF",PH,FALSE,2405,36,91.4,914,109.417104,96-115,N,F,,,19,8.77,8,Contents,,,,,,00-Jan-00,,TRUE,2164,2405,TRUE,2405A,14-Jun-17,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",22.68,,20.35,,3: 5-49% remaining (some muscle),"intero/subopercle (3), lens (2), post cleithrum (head only), anguloarticular (2), dentary, cleithrum (2), otolith, maxilla (2), premaxilla, loose vertebrae, partial vertebral column with flesh attached, partial gill rakers, misc. bones",good,,220.6,,16.06,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/16,8,19,2016,232,Charter,Kiska Ann,Ben Huntley,30,9,F,,Funter Bay,Y,3.35,,4,"cod, salmon, halibut skin, ATF",PH,FALSE,2405,36,91.4,914,109.417104,96-115,N,F,,,19,8.77,8,Contents,,,,,,00-Jan-00,,TRUE,2166,2405,TRUE,2405C,14-Jun-17,CB,3,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish vertebrae,22.68,,2.1,,3: 5-49% remaining (some muscle),partial vertebral column with flesh attached (small fish),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/16,8,19,2016,232,Charter,Kiska Ann,Ben Huntley,30,9,F,,Funter Bay,Y,3.35,,4,"cod, salmon, halibut skin, ATF",PH,FALSE,2405,36,91.4,914,109.417104,96-115,N,F,,,19,8.77,8,Contents,,,,,,00-Jan-00,,TRUE,2165,2405,TRUE,2405B,14-Jun-17,CB,3,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,22.68,,0.23,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper and lower) (some broken, but present pieces from lower beak); rostrum tip not super pointy, short lower crest (different species?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,16.72,5.19,23.79,0.07,4.81,3.54,7.4,0.06,,,,,
7/28/16,7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",PH,FALSE,2407,31,78.7,787,94.220284,76-95,N,M,1,0,12,5.57,8,Contents,,,,,,00-Jan-00,,TRUE,1432,2407,TRUE,2407A,29-Nov-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,3.67,,3.67,,"2: < 5% remaining (beak, spines, otoliths)","dentary, subopercle (2), cleithrum, premaxilla (2), loose vertebrae, other misc. bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/16,7,19,2016,201,Charter,Kiska Ann,Ben Huntley,13,8,E,,Howard Bay,Y,0.98,350,4,"halibut skin, cod, salmon",PH,FALSE,2408,40,101.6,1016,121.57456,116-135,N,F,,,30,13.63,8,Contents,,,,,,00-Jan-00,,TRUE,1426,2408,TRUE,2408A,29-Nov-16,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,202.4,,202.4,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","full fish skeleton, some flesh attached, egg masses evident, matched up vertebrae (1-2 missing, rounded measurement up)",excellent,excellent,627.89,628.33,21.98,22.1,8.7,8.51,,,,,500,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/16,7,26,2016,208,Charter,Kiska Ann,Ben Huntley,16,3,B,,N. Lynn Canal,Y,1.43,325,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2415,30.25,76.8,768,91.940761,76-95,N,M,,,12,5.23,8,Contents,,,,,,00-Jan-00,,TRUE,2139,2415,TRUE,2415B,8-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"robust parapophyses, otolith shape",13.33,,5.76,,"2: < 5% remaining (beak, spines, otoliths)","dentary, premaxilla (2), maxilla (2), anguloarticular, otolith (2), partial vertebral column (2), misc. bone (2), other bones",good,good,94.42,100.59,12.17,12.27,4.71,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,
7/26/16,7,26,2016,208,Charter,Kiska Ann,Ben Huntley,16,3,B,,N. Lynn Canal,Y,1.43,325,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2415,30.25,76.8,768,91.940761,76-95,N,M,,,12,5.23,8,Contents,,,,,,00-Jan-00,,TRUE,2138,2415,TRUE,2415A,8-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","cycloid scales, roundfish with flatfish like otolith (see diagram), large gill rakers",13.33,,7.57,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),"small fish, intact, lots of skin, caudal fin rays missing, dentary, unique otolith - pulled; no head - could not identify based on vertebral count, GR count, and distribution",excellent,,2.9,,1.93,,2.07,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,
7/26/16,7,26,2016,208,Charter,Kiska Ann,Ben Huntley,16,3,B,,N. Lynn Canal,Y,1.43,325,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2416,30.75,78.1,781,93.460443,76-95,N,M,,,12,5.33,8,Contents,,,,,,00-Jan-00,,TRUE,2152,2416,TRUE,2416,14-Jun-17,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",gills,11.81,,11.81,,3: 5-49% remaining (some muscle),set of gills (old bait?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",PH,FALSE,2419,26.5,67.3,673,80.543146,76-95,N,F,,,8,3.61,8,Contents,,,,,,00-Jan-00,,TRUE,1909,2419,TRUE,2419A,22-May-17,MB,1,Shark/Ray,Chondrichthyes,Chondrichthyes,159785,Class,"Cartilagenous fish, unidentified","bits of vertebrae, cartilaginous pieces?",6.75,,6.75,,"2: < 5% remaining (beak, spines, otoliths)","unidentified organic matter, fish bones-125 g cartilaginous/unidentified- 545 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2420,37,94,940,112.456468,96-115,N,F,2,0,,,8,Contents,,,,,,00-Jan-00,,TRUE,2077,2420,TRUE,2420A,7-Jun-17,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish flesh,3.11,,3.11,,"2: < 5% remaining (beak, spines, otoliths)",ball of fish flesh (no bones),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",PH,FALSE,2421,33.5,85.1,851,101.818694,96-115,N,F,,,15,6.82,8,Contents,,,,,,00-Jan-00,,TRUE,1945,2421,TRUE,2421B,30-May-17,AK,2,Benthic Material,Benthic Material,Polychaeta,64358,Class,"Bristle Worm, unidentified",polychaete tube,7.22,,0.29,,"2: < 5% remaining (beak, spines, otoliths)",in with 2421A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",PH,FALSE,2421,33.5,85.1,851,101.818694,96-115,N,F,,,15,6.82,8,Contents,,,,,,00-Jan-00,,TRUE,1944,2421,TRUE,2421A,30-May-17,AK,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, robust parapophyses",7.22,,6.93,,3: 5-49% remaining (some muscle),"post cleithrum, cleithrum, vertebral column with flesh attached, misc. bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2422,29.25,74.3,743,88.901397,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2298,2422,TRUE,2422A,20-Jun-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"otolith shape, robust parapophyses, club-like post cleithrum",47.59,,47.59,,3: 5-49% remaining (some muscle),"dentary, maxilla (2), anguloarticular (2), post cleithrum, cleithrum, premaxilla (2), misc. bone, vertebral column with flesh and tail attached, piece of head, subopercle, loose flesh and other bones, otolith (2); no head",good,good,199.86,185.71,15.59,15.34,6.22,6.2,,293,,262,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/16,7,20,2016,202,Charter,Kiska Ann,Ben Huntley,14,8,E,,Howard Bay,Y,2.13,350,4,"halibut skin, other, cod, salmon",PH,FALSE,2423,36,91.4,914,109.417104,96-115,N,F,,,20,8.98,8,Contents,,,,,,00-Jan-00,,TRUE,2228,2423,TRUE,2423A,16-Jun-17,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,15.38,,15.38,,"2: < 5% remaining (beak, spines, otoliths)","dentary, misc. bone (2), 2 maxilla, anguloarticular (2), branchiostegal and fin rays, loose vertebrae, 2 premaxilla, other bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/16,7,19,2016,201,Charter,Kiska Ann,Ben Huntley,13,8,E,,Howard Bay,Y,0.98,350,4,"halibut skin, cod, salmon",PH,FALSE,2425,37.75,95.9,959,114.735991,96-115,N,M,2,0,21,9.39,8,Contents,Fished new spot near Hilton.,,,,,00-Jan-00,,TRUE,984,2425,TRUE,2425A,15-Sep-16,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,0.18,,0.18,,"2: < 5% remaining (beak, spines, otoliths)",post cleithrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/16,7,21,2016,203,Charter,Kiska Ann,Ben Huntley,15,8,E,,Howard Bay,Y,2.24,350,4,"halibut skin, cod, salmon",PH,FALSE,2431,37.5,95.3,952,113.97615,96-115,N,F,,,23,10.58,8,Contents,,,,,,00-Jan-00,,TRUE,953,2431,TRUE,2431A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","premaxilla, lens",0.4,,0.4,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/16,7,27,2016,209,Charter,Kiska Ann,Ben Huntley,17,8,E,,Howard Bay,Y,2.36,350,4,"halibut skin, ATF, cod",PH,FALSE,2442,42.25,107.3,1073,128.413129,116-135,N,M,,,33,14.76,8,Contents,,,,,,00-Jan-00,,TRUE,961,2442,TRUE,2442A,15-Sep-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,0.54,,0.54,,"2: < 5% remaining (beak, spines, otoliths)","otolith (2), otolith  condition fair, otolith (2) condition crystallized--broken, lens, misc. bones",fair,fair,66.82,90.5,13.2,14.26,4.28,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Kiska Ann,Ben Huntley,20,2,B,,N. Lynn Canal,Y,1.3,360,4,"halibut skin, ATF",PH,FALSE,2443,32,81.3,813,97.259648,96-115,N,F,,,13,5.77,8,Contents,,,,,,00-Jan-00,,TRUE,1029,2443,TRUE,2443B,19-Sep-16,CB,2,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,1.81,,0.53,,"2: < 5% remaining (beak, spines, otoliths)",Octopus upper and lower beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,11.62,,25.44,0.22,6.81,,16.01,0.16,,,,,
7/30/16,7,30,2016,212,Charter,Kiska Ann,Ben Huntley,20,2,B,,N. Lynn Canal,Y,1.3,360,4,"halibut skin, ATF",PH,FALSE,2443,32,81.3,813,97.259648,96-115,N,F,,,13,5.77,8,Contents,,,,,,00-Jan-00,,TRUE,1028,2443,TRUE,2443A,19-Sep-16,CB,2,Rockfishes/Sculpins,Scorpaeniformes,Cottidae,167196,Family,"Sculpin, unidentified",otolith shape,1.81,,1.28,,3: 5-49% remaining (some muscle),"partial vertebral column with flesh attached, scales, lens, otolith condition good, see picture on data sheet, same as 1602A",good,,45.84,,6.45,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",PH,FALSE,2445,27.75,70.5,705,84.342351,76-95,N,M,,,9,4.06,8,Contents,,,,,,00-Jan-00,,TRUE,1965,2445,TRUE,2445A,1-Jun-17,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",9.03,,9.03,,3: 5-49% remaining (some muscle),"gadid head, otolith (2), no post cleithrum, partial vertebral column",good,good,91.75,95.63,12.33,12.21,4.75,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Kiska Ann,Ben Huntley,20,2,B,,N. Lynn Canal,Y,1.3,360,4,"halibut skin, ATF",PH,FALSE,2448,31.5,80,800,95.739966,76-95,N,F,,,13,6,8,Contents,,,,,,00-Jan-00,,TRUE,1034,2448,TRUE,2448A,19-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones and flesh,1.48,,1.48,,"2: < 5% remaining (beak, spines, otoliths)","cleithrum (2), maxilla, premaxilla (2), vertebrae, other fish bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/16,7,8,2016,190,Charter,Kiska Ann,Ben Huntley,8,8,E,,Howard Bay,Y,1.64,350,4,"halibut skin, cod, salmon",PH,FALSE,2452,30,76.2,762,91.18092,76-95,N,M,,,11,5.1,8,Contents,,,,,,00-Jan-00,,TRUE,2394,2452,TRUE,2452B,22-Jun-17,CB,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",25.27,,24.77,,3: 5-49% remaining (some muscle),"partial vertebral column with flesh attached, loose vertebrae, branchiostegal rays, post cleithrum, subopercle, cleithrum, otolith (2), lens (2), misc. bone (2), other bones",good,good,300.42,274.61,17.57,17.05,6.95,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/16,7,8,2016,190,Charter,Kiska Ann,Ben Huntley,8,8,E,,Howard Bay,Y,1.64,350,4,"halibut skin, cod, salmon",PH,FALSE,2452,30,76.2,762,91.18092,76-95,N,M,,,11,5.1,8,Contents,,,,,,00-Jan-00,,TRUE,2393,2452,TRUE,2452A,22-Jun-17,CB,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,25.27,,0.5,,"2: < 5% remaining (beak, spines, otoliths)",squid beak (upper and lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,18.19,5.46,23.39,0.17,6.13,4.3,13.96,0.11,,,,,
7/8/16,7,8,2016,190,Charter,Kiska Ann,Ben Huntley,8,8,E,,Howard Bay,Y,1.64,350,4,"halibut skin, cod, salmon",PH,FALSE,2457,33.5,85.1,851,101.818694,96-115,N,F,3,0,15,6.65,8,Contents,,,,,,00-Jan-00,,TRUE,1191,2457,TRUE,2457A,22-Sep-16,CB,1,Pandalid Shrimps,Pandalidae,Pandalopsis dispar,96995,Species,Sidestripe Shrimp,"well-developed third maxilliped, ischium of first pereiopod with laminate expansion",0.49,,0.49,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)",shrimp (missing tip of rostrum),,,,,,,,,,,,,,,,,8.77,,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/16,7,4,2016,186,Charter,Kiska Ann,Ben Huntley,6,8,E,,Howard Bay,Y,1.79,350,4,"cod, halibut skin, ATF, salmon, other",PH,FALSE,2459,34.25,87,870,104.098217,96-115,N,,0,0,,,8,Contents,,,,,,00-Jan-00,,TRUE,2274,2459,TRUE,2459A,20-Jun-17,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",40.13,,40.13,,3: 5-49% remaining (some muscle),"cleithrum (2), lens, anguloarticular, subopercle (2), otolith (2) (pulled from open skull), loose flesh, other bones, partial vertebral column and partial head with flesh attached",good,good,201.21,201.7,15.54,15.46,5.84,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
