Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Date,Species,2015TagInventory,PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode
7,21,2015,202,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,1.00,300,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1804,34.50,87.6,876,104.858058,96-115,N,F,,,,,2,"fish bones, mandible",,,,,,,1
7,21,2015,202,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,1.00,250,4,salmon,7/21/2015,PH,TRUE,1806,34.75,88.3,883,105.617899,96-115,N,F,,,,,1,empty,,,,,,,0
7,21,2015,202,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,1.00,300,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1801,35.00,88.9,889,106.37774,96-115,N,F,,,,,3,cephalopod beak and other parts,,,,,,,1
7,21,2015,202,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,350,4,"skin, salmon",7/21/2015,PH,TRUE,1810,35.75,90.8,908,108.657263,96-115,N,F,,,,,1,empty,,,,,,,0
7,21,2015,202,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,350,4,"skin, salmon",7/21/2015,PH,TRUE,1814,35.75,90.8,908,108.657263,96-115,N,F,,,,,1,empty,,,,,,,0
7,21,2015,202,Research,UAF,RV Ishkeen,,5,C,,Lynn Canal,N,1.28,360,3,"squid, ATF",7/21/2015,PH,FALSE,07211504,39.49,100.3,1003,120.01898,116-135,N,F,,,27.56,12.50,,,,131.7,118.3,,,,
7,22,2015,203,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, cod",7/22/2015,PH,TRUE,1802,27.00,68.6,686,82.062828,76-95,N,F,,,,,3,vertebrae,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,PH,TRUE,0328,30.00,76.2,762,91.18092,76-95,N,F,,,,,3,"vertebrae and other fish bones, lens",,,,,,,
7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,340,3,"squid, ATF",7/22/2015,PH,FALSE,07221504,30.08,76.4,764,91.42024,76-95,N,F,,,,,3,,euthanized,,,,,,
7,22,2015,203,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, cod",7/22/2015,PH,TRUE,1622,33.00,83.8,838,100.299012,96-115,N,F,,,,,3,fish,,,,,,,
7,22,2015,203,Charter,Ho'okipa,Jon Wilson,2,3,B,,N. Lynn Canal,Y,1.00,300,5,ATF,7/22/2015,PH,TRUE,1615,42.00,106.7,1067,127.653288,116-135,N,F,,,,,3,fish flesh on bones,,,,,,,1
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,PH,TRUE,1608,27.75,70.5,705,84.342351,76-95,N,F,,,,,3,vertebrae with flesh,,,,,,,1
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,PH,TRUE,1602,30.25,76.8,768,91.940761,76-95,N,F,,,,,3,fish bones and skin,,,,,,,1
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,PH,TRUE,1624,31.00,78.7,787,94.220284,76-95,N,F,,,11.57,5.25,1,empty,,,,,,,0
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,PH,TRUE,1633,31.50,80.0,800,95.739966,76-95,N,F,3,0,12.68,5.75,3,fish and other bones,,,,,,,1
7,24,2015,205,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,1.25,350,5,"skin, salmon",7/24/2015,PH,TRUE,1648,31.50,80.0,800,95.739966,76-95,N,F,2,0,,,1,empty,,,,,,,0
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,PH,TRUE,1612,38.50,97.8,978,117.015514,116-135,N,F,,,25.35,11.50,3,"vertebrae, otoliths, other bones",,,,,,,1
7,25,2015,206,Personal Use,Private Angler,,,0,H,,Chatham Strait,N,,150,,other,7/25/2015,PH,TRUE,1495,,,,,NA,N,F,,,,,2,bones,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,,,"herring, salmon",7/25/2015,PH,TRUE,1472,24.92,63.3,633,75.74478,<76,N,F,,,,,1,empty,,,,,,,0
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/25/2015,PH,TRUE,1490,26.85,68.2,682,81.60812,76-95,N,F,,,,,1,empty,just bait,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1407,27.17,69.0,690,82.5654,76-95,N,F,,,,,3,bones and flesh,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,350,,salmon,7/25/2015,PH,TRUE,1406,27.52,69.9,699,83.64234,76-95,N,F,,,7.72,3.50,1,empty,,91.5,85.3,,,,0
7,25,2015,206,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,320,,"herring, salmon",7/25/2015,PH,TRUE,1485,28.31,71.9,719,86.03554,76-95,N,F,,,8.82,4.00,2,"fish bones, otolith",,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,150,,herring,7/25/2015,PH,TRUE,1470,28.62,72.7,727,86.99282,76-95,N,F,,,9.48,4.30,2,trace bones; crab bits (through away herring bait),,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,,,"herring, salmon",7/25/2015,PH,TRUE,1469,28.82,73.2,732,87.59112,76-95,N,F,,,,,1,empty,,,,,,,0
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1466,28.90,73.4,734,87.83044,76-95,N,F,,,,,1,empty,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,320,,"herring, salmon",7/25/2015,PH,TRUE,1494,29.25,74.3,743,88.90738,76-95,N,F,,,9.92,4.50,3,fish,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1409,29.57,75.1,751,89.86466,76-95,N,F,,,,,1,empty,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1462,29.72,75.5,755,90.3433,76-95,N,F,,,,,2,bones and otoliths,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,280,,salmon,7/25/2015,PH,FALSE,1020B,30.94,78.6,786,94.05276,76-95,N,F,,,11.68,5.30,4,fish,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,150,,herring,7/25/2015,PH,TRUE,1403,31.02,78.8,788,94.29208,76-95,N,F,,,12.35,5.60,3,"fish head, bones, eggs",,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,270,,salmon,7/25/2015,PH,TRUE,1343,31.26,79.4,794,95.01004,76-95,N,F,,,14.33,6.50,2,fish bones,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,250,,herring,7/25/2015,PH,TRUE,1479,31.50,80.0,800,95.728,76-95,N,F,,,11.90,5.40,2,"lens, fish bones",,,,,,,1
7,25,2015,206,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,320,,"herring, salmon",7/25/2015,PH,TRUE,1499,31.57,80.2,802,95.96732,76-95,N,F,,,12.79,5.80,3,fish,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1424,31.69,80.5,805,96.3263,96-115,N,F,,,,,3,"cephalopod, lens, bones",,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1474,31.89,81.0,810,96.9246,96-115,N,F,,,,,1,empty,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,150,,herring,7/25/2015,PH,TRUE,1457,32.48,82.5,825,98.7195,96-115,N,F,,,13.67,6.20,3,previous bait,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,270,,salmon,7/25/2015,PH,TRUE,1491,32.48,82.5,825,98.7195,96-115,N,F,,,13.23,6.00,2,"vertebrae, brittle star",,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1481,32.76,83.2,832,99.55712,96-115,N,F,,,,,3,fish and other bones,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,,,"herring, salmon",7/25/2015,PH,TRUE,1497,32.99,83.8,838,100.27508,96-115,N,F,,,,,3,"squid, otoliths, coral (jaw too stiff to measure)",,,,,,,1
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1460,33.07,84.0,840,100.5144,96-115,N,F,,,,,2,scapulas and other fish bones,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,270,,salmon,7/25/2015,PH,TRUE,1492,33.07,84.0,840,100.5144,96-115,N,F,,,14.11,6.40,2,"cephalopod beaks, crab bits",,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,335,,"herring, salmon",7/25/2015,PH,TRUE,1404,33.15,84.2,842,100.75372,96-115,N,F,,,,,1,empty,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,270,,salmon,7/25/2015,PH,TRUE,1145,33.62,85.4,854,102.18964,96-115,N,F,,,14.55,6.60,3,fish,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1421,33.86,86.0,860,102.9076,96-115,N,F,,,,,3,fish bones (large),,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,280,,salmon,7/25/2015,PH,TRUE,1453,34.09,86.6,866,103.62556,96-115,N,F,,,16.31,7.40,4,fish,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,280,,salmon,7/25/2015,PH,TRUE,1337,34.17,86.8,868,103.86488,96-115,N,F,,,15.65,7.10,2,one scale,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,"herring, squid",7/25/2015,PH,TRUE,1480,35.98,91.4,914,109.36924,96-115,N,F,,,,,2,fish bones,,,,,,,
7,25,2015,206,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,,,"herring, salmon",7/25/2015,PH,TRUE,1199,36.50,92.7,927,110.92482,96-115,N,F,,,,,4,"two fish, squid",,,,,,,1
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,PH,TRUE,2090,31.00,78.7,787,94.220284,76-95,N,F,5,0,,,3,fish and cephalopod beak,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,2080,31.00,78.7,787,94.220284,76-95,N,F,,,,,2,bones,,,,,,,1
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1630,31.00,78.7,787,94.220284,76-95,N,F,,,,,1,empty,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,2096,31.50,80.0,800,95.739966,76-95,N,F,,,,,3,vertebrae with flesh,,,,,,,1
7,27,2015,208,Charter,Ho'okipa,Jon Wilson,1,3,B,,N. Lynn Canal,Y,2.00,350,4,"skin, salmon",7/27/2015,PH,TRUE,2095,32.00,81.3,813,97.259648,96-115,N,F,,,,,2,bones,,,,,,,1
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1674,32.50,82.6,826,98.77933,96-115,N,F,,,,,2,bones and beaks,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1654,32.75,83.2,832,99.539171,96-115,N,F,,,,,2,vertebrae,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1540,33.00,83.8,838,100.299012,96-115,N,F,,,,,2,bones,,,,,,,1
7,27,2015,208,Charter,Ho'okipa,Jon Wilson,1,3,B,,N. Lynn Canal,Y,2.00,350,4,"skin, salmon",7/27/2015,PH,TRUE,2094,33.50,85.1,851,101.818694,96-115,N,F,,,,,1,empty,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,2082,34.75,88.3,883,105.617899,96-115,N,F,,,,,3,fish,,,,,,,1
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,2,3,B,,N. Lynn Canal,N,0.25,300,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1626,35.00,88.9,889,106.37774,96-115,N,F,3,,,,2,vertebrae and other bones,,,,,,,1
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1656,35.50,90.2,902,107.897422,96-115,N,F,,,,,2,fish bones,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,2076,37.00,94.0,940,112.456468,96-115,N,F,,,,,2,"big bones, lots of bones",,,,,,,1
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,PH,TRUE,1678,38.50,97.8,978,117.015514,116-135,N,F,,,,,3,fish,,,,,,,1
7,28,2015,209,Charter,Ho'okipa,Jon Wilson,1,2,B,,N. Lynn Canal,Y,1.00,350,4,"skin, cod",7/28/2015,PH,TRUE,SH1278,30.50,77.5,775,92.700602,76-95,N,F,6,0,,,1,empty,,,,,,,
7,28,2015,209,Charter,Ho'okipa,Jon Wilson,1,2,B,,N. Lynn Canal,Y,1.00,350,4,"skin, cod",7/28/2015,PH,TRUE,SH1256,31.50,80.0,800,95.739966,76-95,N,F,,,,,2,jaw bone with big teeth,,,,,,,
7,28,2015,209,Charter,Shelter Lodge,Richard Yamada,1,3,B,,N. Lynn Canal,N,0.75,250,4,"skin, cod, salmon",7/28/2015,PH,TRUE,1651,32.00,81.3,813,97.259648,96-115,N,F,,,,,1,empty,,,,,,,0
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,PH,TRUE,SH1211,32.00,81.3,813,97.259648,96-115,N,F,,,,,2,"cephalopod beak, scales",,,,,,,1
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,PH,TRUE,SH1158,32.00,81.3,813,97.259648,96-115,N,F,,,,,3,four fish,,,,,,,1
7,28,2015,209,Charter,Miley T,Brandon Rux,2,3,B,,N. Lynn Canal,N,1.50,350,4,"skin, salmon",7/28/2015,PH,TRUE,SH1279,32.25,81.9,819,98.019489,96-115,N,F,,,,,1,empty,,,,,,,0
7,28,2015,209,Charter,Shelter Lodge,Richard Yamada,1,3,B,,N. Lynn Canal,N,0.75,250,4,"skin, cod, salmon",7/28/2015,PH,TRUE,1669,32.50,82.6,826,98.77933,96-115,N,F,,,,,3,bones with flesh,,,,,,,1
7,28,2015,209,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.17,250,4,"skin, cod, salmon",7/28/2015,PH,TRUE,1901,32.50,82.6,826,98.77933,96-115,N,F,,,,,3,vertebrae with flesh,,,,,,,0
7,28,2015,209,Charter,Ho'okipa,Jon Wilson,1,2,B,,N. Lynn Canal,Y,1.00,350,4,"skin, cod",7/28/2015,PH,TRUE,SH1065,33.00,83.8,838,100.299012,96-115,N,F,,,,,2,vertebrae and other bones,,,,,,,
7,28,2015,209,Charter,Miley T,Brandon Rux,2,3,B,,N. Lynn Canal,N,1.50,350,4,"skin, salmon",7/28/2015,PH,TRUE,SH1280,36.75,93.3,933,111.696627,96-115,N,F,,,,,3,crab,,,,,,,1
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,PH,TRUE,SH1214,37.00,94.0,940,112.456468,96-115,N,F,,,,,2,tiny fish bones,,,,,,,1
7,28,2015,209,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.17,250,4,"skin, cod, salmon",7/28/2015,PH,TRUE,1914,37.00,94.0,940,112.456468,96-115,N,F,8,,,,1,empty,,,,,,,0
7,28,2015,209,Charter,Ho'okipa,Jon Wilson,1,2,B,,N. Lynn Canal,Y,1.00,350,4,"skin, cod",7/28/2015,PH,TRUE,SH1277,38.50,97.8,978,117.015514,116-135,N,F,,,,,3,fish skin and bones,,,,,,,
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,PH,TRUE,SH1113,39.00,99.1,991,118.535196,116-135,N,F,,,,,3,"octopus arm, mandible",,,,,,,1
7,28,2015,209,Charter,Miley T,Brandon Rux,2,3,B,,N. Lynn Canal,N,1.50,350,4,"skin, salmon",7/28/2015,PH,TRUE,SH1274,39.50,100.3,1003,120.054878,116-135,N,F,3,4,,,2,fin rays,,,,,,,1
7,29,2015,210,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,100,,,7/29/2015,PH,FALSE,06291503,21.18,53.8,538,64.37708,<76,N,F,,,,,3,"fish, lens (head frozen before gape measurements taken)",,62.7,60.1,,,,1
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,2,13,G,,Icy Strait,Y,0.33,300,4,"skin, cod, salmon",7/29/2015,PH,TRUE,1689,30.25,76.8,768,91.940761,76-95,N,F,,,,,4,"squid (PC3 fish), other bones",,,,,,,1
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,PH,TRUE,1681,30.50,77.5,775,92.700602,76-95,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,2,13,G,,Icy Strait,Y,0.33,300,4,"skin, cod, salmon",7/29/2015,PH,TRUE,1688,31.00,78.7,787,94.220284,76-95,N,F,4,,,,2,"lens, otolith",,,,,,,1
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,2,13,G,,Icy Strait,Y,0.33,300,4,"skin, cod, salmon",7/29/2015,PH,TRUE,1676,31.00,78.7,787,94.220284,76-95,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Miley T,Brandon Rux,1,8,E,,Howard Bay,N,2.00,350,4,"skin, cod, salmon, ATF",7/29/2015,PH,TRUE,SH1094,31.50,80.0,800,95.739966,76-95,N,F,,,,,3,two fish,,,,,,,1
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon",7/29/2015,PH,TRUE,SH1039,33.50,85.1,851,101.818694,96-115,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Miley T,Brandon Rux,1,8,E,,Howard Bay,N,2.00,350,4,"skin, cod, salmon, ATF",7/29/2015,PH,TRUE,SH1100,35.00,88.9,889,106.37774,96-115,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,PH,TRUE,1718,35.00,88.9,889,106.37774,96-115,N,F,,,,,2,lots of various fish bones,,,,,,,1
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,PH,TRUE,SH1040,35.50,90.2,902,107.897422,96-115,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,PH,TRUE,SH1206,36.00,91.4,914,109.417104,96-115,N,F,,,,,1,empty,,,,,,,0
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,PH,TRUE,SH1133,37.00,94.0,940,112.456468,96-115,N,F,,,,,2,"fish bones, lots of vertebrae, otolith",,,,,,,1
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,PH,TRUE,SH1038,39.75,101.0,1010,120.814719,116-135,N,F,,,,,2,"vertebrae, opercula, mandibles, crab bits",,,,,,,1
8,1,2015,213,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,1.17,250,4,"skin, cod, salmon",8/1/2015,PH,TRUE,1797,32.00,81.3,813,97.259648,96-115,N,F,,,,,1,just bait,,,,,processed 11/21/15,,0
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,SH1202,32.75,83.2,832,99.539171,96-115,N,F,,,,,3,cephalopod,,,,,,,1
8,1,2015,213,Charter,Kaley Y,Kenji Yamada,1,2,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,SH1083,33.00,83.8,838,100.299012,96-115,N,F,,,,,3,large fish,,,,,,,
8,1,2015,213,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.25,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,1679,33.00,83.8,838,100.299012,96-115,N,F,,,,,2,fin ray,,,,,,,
8,1,2015,213,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,1.17,250,4,"skin, cod, salmon",8/1/2015,PH,TRUE,1787,33.00,83.8,838,100.299012,96-115,N,F,9,0,,,3,fish,,,,,,,1
8,1,2015,213,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,1.17,250,4,"skin, cod, salmon",8/1/2015,PH,TRUE,1715,33.50,85.1,851,101.818694,96-115,N,F,,,,,3,fish flesh and bones,,,,,,,1
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,SH1169,34.50,87.6,876,104.858058,96-115,N,F,,,,,1,empty,,,,,,,0
8,1,2015,213,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.25,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,2052,34.75,88.3,883,105.617899,96-115,N,F,,,,,2,two cephalopod beaks and fish bones,,,,,,,
8,1,2015,213,Charter,Kaley Y,Kenji Yamada,1,2,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",8/1/2015,PH,FALSE,SH1208,34.75,88.3,883,105.617899,96-115,N,F,,,,,,,,,,,,,
8,1,2015,213,Charter,Kaley Y,Kenji Yamada,1,2,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,SH1293,35.25,89.5,895,107.137581,96-115,N,F,,,,,2,unidentified object,,,,,,,
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,SH1149,35.50,90.2,902,107.897422,96-115,N,F,,,,,3,partially digested fish,,,,,,,1
8,1,2015,213,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.25,350,4,"skin, cod, salmon",8/1/2015,PH,TRUE,2056,36.00,91.4,914,109.417104,96-115,N,F,,,,,1,empty,,,,,,,
8,1,2015,213,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,1.17,250,4,"skin, cod, salmon",8/1/2015,PH,TRUE,1747,36.50,92.7,927,110.936786,96-115,N,F,,,,,3,one fish,,,,,,,1
8,5,2015,217,,,,,,,,,,,,,,8/5/2015,PH,FALSE,08051501,27.95,71.0,710,84.9586,76-95,N,F,,,,,,,,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,250,,herring,8/8/2015,PH,TRUE,08081552,25.31,64.3,643,76.94138,76-95,N,F,,,6.61,3.00,2,one vertebra,,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,200,,herring,8/8/2015,PH,TRUE,08081547,28.50,72.4,724,86.63384,76-95,N,F,,,,,3,fish,,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,325,,"herring, salmon",8/8/2015,PH,TRUE,08081519,28.58,72.6,726,86.87316,76-95,N,F,,,,,2,"lens (one, tiny)",,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,250,,herring,8/8/2015,PH,TRUE,08081544,29.29,74.4,744,89.02704,76-95,N,F,,,10.14,4.60,2,"string of fish vertebrae, urchin with spines",,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,250,,herring,8/8/2015,PH,TRUE,08081551,29.69,75.4,754,90.22364,76-95,N,F,,,10.14,4.60,1,empty,,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,250,,herring,8/8/2015,PH,TRUE,08081523,29.72,75.5,755,90.3433,76-95,N,F,,,10.36,4.70,3,crab carapace and fish bones,,,,,,,
8,8,2015,220,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,100,,"herring, squid",8/8/2015,PH,TRUE,08081512,29.72,75.5,755,90.3433,76-95,N,F,,,10.58,4.80,3,"vertebrae with flesh attached, other flesh separate",,,,,,,
